name,count,Stop_Number
,,30349
,,30350
,,30351
,,30352
,,30353
Bench,1,30354
Unheated Shelter,1,30354
Bench,1,30355
Unheated Shelter,1,30355
Bench,1,30356
Bench,1,30357
,,30358
Bench,1,30359
,,30360
Bench,1,30361
Bench,1,30362
Bench,1,30363
Unheated Shelter,1,30363
Bench,1,30365
Unheated Shelter,1,30365
Bench,1,30366
Unheated Shelter,1,30366
Bench,1,30367
Unheated Shelter,1,30368
Bench,1,30369
,,30370
Bench,1,30371
Unheated Shelter,1,30371
Bench,1,30372
Unheated Shelter,1,30372
,,30373
Bench,1,30374
Unheated Shelter,1,30374
Bench,1,30375
Bench,1,30376
Park and Ride,1,30376
Unheated Shelter,1,30376
BUSwatch Electronic Sign,1,30377
Bench,1,30378
Unheated Shelter,1,30378
BUSwatch Electronic Sign,1,30379
Bench,1,30379
Bench,1,30380
Unheated Shelter,1,30380
Bench,1,30381
Unheated Shelter,1,30381
Bench,1,30383
Bench,1,30384
Unheated Shelter,1,30384
Bench,1,30386
Unheated Shelter,1,30387
,,30388
,,30389
,,30390
,,30391
Bench,1,30392
Bench,1,30393
Unheated Shelter,1,30393
Bench,1,30394
Bench,1,30395
Unheated Shelter,1,30395
Bench,1,30396
Unheated Shelter,1,30396
Bench,1,30397
Bench,1,30398
,,30399
,,30401
,,30402
,,30403
,,30405
,,30406
,,30410
,,30411
,,30412
,,30413
Bench,1,30414
Unheated Shelter,1,30414
Unheated Shelter,1,30416
,,30417
,,30418
,,30419
,,30420
Unheated Shelter,1,30421
,,30424
Bench,1,30425
Bench,1,30426
,,30427
,,30429
,,30432
Bench,1,30433
,,30434
Bench,2,30436
Park and Ride,1,30436
Unheated Shelter,1,30436
Bench,1,30437
Bench,1,30438
Bench,1,30439
Unheated Shelter,1,30439
,,30440
,,30441
,,30442
,,30443
,,30444
,,30445
,,30446
,,30447
Bench,1,30448
,,30449
,,30450
,,30451
,,30452
,,30453
,,30454
,,30456
,,30457
,,30458
Bench,1,30459
,,30461
Bench,1,30462
Bench,1,30463
,,30464
,,30465
,,30466
Bench,1,30467
,,30468
,,30470
,,30472
,,30474
,,30475
Bench,1,30476
Unheated Shelter,1,30476
,,30477
,,30478
,,30479
,,30480
,,30481
,,30482
,,30483
,,30484
,,30485
,,30486
Bench,1,30487
,,30488
,,30489
,,30490
Unheated Shelter,1,30491
,,30492
,,30493
,,30494
,,30495
,,30496
,,30497
,,30498
,,30499
Bench,1,30500
Heated Shelter,1,30500
Bench,1,30501
Bench,1,30502
,,30503
,,30504
,,30505
,,30506
,,30507
Bench,1,30509
Bench,1,30510
Unheated Shelter,1,30510
,,30514
,,30515
,,30517
,,30518
Unheated Shelter,1,30519
,,30520
,,30521
,,30525
,,30526
,,30527
,,30528
Unheated Shelter,1,30531
,,30532
,,30533
,,30534
,,30535
,,30536
,,30537
,,30538
Unheated Shelter,1,30539
,,30540
,,30541
Unheated Shelter,1,30542
Unheated Shelter,1,30543
,,30544
Bench,1,30545
,,30546
,,30547
,,30548
,,30549
,,30550
,,30551
,,30552
,,30553
,,30554
,,30555
,,30556
,,30557
,,30558
,,30559
,,30560
,,30563
Unheated Shelter,1,30564
,,30565
,,30566
Bench,1,30567
Bench,1,30568
Bench,1,30569
Bench,1,30570
Bench,1,30571
Bench,1,30572
Bench,1,30573
Bench,1,30574
Bench,1,30575
Bench,1,30576
Bench,1,30577
,,30578
Bench,1,30579
Bench,1,30580
Bench,1,30581
Unheated Shelter,1,30581
Bench,1,30582
Unheated Shelter,1,30582
,,30583
,,30584
,,30585
,,30586
Unheated Shelter,1,30587
,,30588
Bench,1,30589
Unheated Shelter,1,30589
Bench,1,30590
,,30594
,,30595
Bench,1,30596
,,30597
,,30598
Unheated Shelter,1,30599
Unheated Shelter,1,30600
Bench,1,30601
Unheated Shelter,1,30601
Bench,1,30602
Bench,1,30603
Unheated Shelter,1,30603
,,30604
,,30605
,,30606
Bench,1,30607
Unheated Shelter,1,30607
,,30608
,,30609
,,30610
,,30611
Bench,1,30612
Bench,1,30613
Unheated Shelter,1,30614
,,30615
,,30616
,,30617
,,30618
,,30619
,,30620
Bench,1,30621
Bench,1,30622
,,30623
,,30624
Bench,1,30625
Unheated Shelter,1,30626
,,30627
,,30628
,,30629
,,30630
,,30631
Bench,1,30632
Unheated Shelter,1,30632
Bench,1,30633
Unheated Shelter,1,30633
,,30634
,,30635
,,30636
,,30637
,,30638
,,30639
Bench,1,30640
Bench,1,30641
,,30642
Bench,1,30643
Bench,1,30644
Bench,1,30645
,,30646
,,30647
,,30648
,,30649
,,30650
Bench,1,30651
Bench,1,30652
Bench,1,30653
,,30654
,,30655
,,30656
,,30657
,,30658
Unheated Shelter,1,30659
Bench,1,30660
Bench,1,30661
,,30662
,,30663
,,30664
,,30665
,,30666
Unheated Shelter,1,30667
Bench,1,30668
Unheated Shelter,1,30668
Unheated Shelter,1,30669
,,30670
Bench,1,30671
Bench,1,30672
,,30673
,,30674
,,30675
,,30676
Unheated Shelter,1,30677
Unheated Shelter,1,30678
,,30679
,,30680
,,30681
,,30682
,,30683
,,30684
Unheated Shelter,1,30685
,,30686
,,30687
,,30688
Bench,1,30689
Unheated Shelter,1,30689
Unheated Shelter,2,30690
,,30691
,,30692
Bench,1,30693
,,30694
,,30695
,,30696
,,30698
,,30699
,,30700
Bench,1,30701
,,30702
,,30703
,,30704
,,30705
,,30706
,,30707
Unheated Shelter,1,30708
,,30709
,,30710
,,30711
,,30712
,,30713
,,30714
,,30715
,,30716
Bench,1,30717
,,30718
,,30719
Bench,1,30720
Bench,1,30721
Heated Shelter,1,30721
,,30722
,,30723
,,30724
,,30725
,,30726
,,30727
,,30728
,,30729
,,30730
,,30731
,,30732
,,30733
,,30734
,,30735
,,30736
,,30737
,,30738
,,30739
Bench,1,30740
,,30741
,,30742
,,30743
,,30744
Bench,1,30747
Bench,2,30748
Unheated Shelter,1,30748
,,30749
,,30750
,,30751
,,30753
Bench,1,30754
Unheated Shelter,1,30754
Bench,1,30755
,,30756
,,30757
Bench,1,30758
,,30760
,,30762
,,30763
Unheated Shelter,1,30764
Bench,1,30765
,,30767
,,30768
Bench,1,30769
,,30770
,,30771
Bench,1,30772
Unheated Shelter,1,30772
Bench,1,30773
,,30774
,,30777
BUSwatch Electronic Sign,1,30779
Bench,1,30779
Heated Shelter,1,30779
BUSwatch Electronic Sign,1,30780
,,30781
Bench,1,30782
Bench,1,30783
,,30784
,,30785
,,30786
,,30787
,,30788
Bench,1,30789
,,30791
Bench,1,30792
Bench,1,30793
,,30794
,,30795
,,30796
,,30797
,,30798
,,30799
Bench,1,30800
Bench,1,30801
Bench,1,30802
Bench,1,30803
,,30804
,,30805
,,30806
,,30807
,,30808
,,30809
Bench,1,30810
Unheated Shelter,1,30810
Bench,1,30811
Unheated Shelter,1,30811
,,30812
Bench,1,30813
Bench,1,30814
Bench,1,30815
Bench,1,30816
Bench,1,30817
Bench,1,30818
,,30819
,,30821
,,30824
,,30825
,,30826
,,30827
,,30828
,,30829
,,30832
,,30836
,,30837
,,30838
,,30839
,,30840
,,30841
,,30842
,,30843
,,30846
,,30847
,,30848
,,30849
,,30850
,,30851
,,30852
Unheated Shelter,1,30853
,,30854
,,30855
,,30856
,,30857
,,30858
,,30859
,,30860
,,30861
,,30862
,,30863
,,30865
,,30866
,,30867
Unheated Shelter,1,30868
,,30869
,,30870
Bench,1,30871
,,30872
,,30873
,,30874
Bench,1,30875
,,30876
,,30877
,,30878
Bench,1,30879
Unheated Shelter,1,30879
Bench,1,30880
,,30881
,,30882
,,30883
Bench,1,30884
,,30885
,,30887
,,30888
,,30889
BUSwatch Electronic Sign,1,30890
Bench,2,30890
Unheated Shelter,1,30890
,,30891
,,30892
Bench,1,30893
Unheated Shelter,1,30893
Bench,1,30894
Bench,1,30896
Bench,1,30897
,,30898
,,30899
,,30900
,,30901
,,30902
,,30903
,,30904
,,30905
,,30906
,,30907
,,30908
,,30909
,,30910
,,30911
,,30912
Bench,1,30913
Unheated Shelter,1,30913
,,30914
,,30915
,,30916
,,30917
,,30918
,,30919
,,30920
,,30921
,,30922
,,30923
,,30924
,,30925
,,30926
,,30927
,,30928
,,30929
,,30930
,,30931
,,30932
,,30933
,,30934
Bench,1,30935
,,30936
,,30937
,,30938
,,30939
,,30940
,,30941
,,30942
,,30943
,,30944
,,30945
,,30946
,,30947
,,30948
,,30949
,,30950
,,30951
,,30952
,,30953
,,30954
,,30955
,,30956
,,30957
,,30959
,,30960
,,30961
,,30962
,,30963
,,30964
,,30965
,,30966
,,30967
,,30968
,,30969
,,30970
,,30971
,,30972
,,30973
,,30974
,,30975
,,30976
,,30977
,,30978
,,30979
